District,Month,Patients
Rangpur,23/4/2023,0
Rajshahi,23/4/2023,0
Barishal,23/4/2023,0
Sylet,23/4/2023,0
Mymensingh,23/4/2023,0
Dhaka,24/4/2023,6
Chottogram,24/4/2023,3
Khulna,24/4/2023,0
Rangpur,24/4/2023,0
Rajshahi,24/4/2023,0
Barishal,24/4/2023,0
Sylet,24/4/2023,0
Mymensingh,24/4/2023,0
Dhaka,25/4/2023,5
Chottogram,25/4/2023,2
Khulna,25/4/2023,0
Rangpur,25/4/2023,0
Rajshahi,25/4/2023,0
Barishal,25/4/2023,3
Sylet,25/4/2023,0
Mymensingh,25/4/2023,0
Dhaka,26/4/2023,5
Chottogram,26/4/2023,1
Khulna,26/4/2023,0
Rangpur,26/4/2023,0
Rajshahi,26/4/2023,0
Barishal,26/4/2023,2
Sylet,26/4/2023,0
Mymensingh,26/4/2023,0
Dhaka,27/4/2023,11
Chottogram,27/4/2023,2
Khulna,27/4/2023,0
Rangpur,27/4/2023,0
Rajshahi,27/4/2023,0
Barishal,27/4/2023,0
Sylet,27/4/2023,0
Mymensingh,27/4/2023,0
Dhaka,28/4/2023,0
Chottogram,28/4/2023,0
Khulna,28/4/2023,0
Rangpur,28/4/2023,0
Rajshahi,28/4/2023,0
Barishal,28/4/2023,0
Sylet,28/4/2023,0
Mymensingh,28/4/2023,0
Dhaka,29/4/2023,10
Chottogram,29/4/2023,5
Khulna,29/4/2023,0
Rangpur,29/4/2023,0
Rajshahi,29/4/2023,0
Barishal,29/4/2023,0
Sylet,29/4/2023,0
Mymensingh,29/4/2023,0
Dhaka,30/4/2023,4
Chottogram,30/4/2023,5
Khulna,30/4/2023,0
Rangpur,30/4/2023,0
Rajshahi,30/4/2023,0
Barishal,30/4/2023,2
Sylet,30/4/2023,0
Mymensingh,30/4/2023,0
Dhaka,1/5/2023,21
Chottogram,1/5/2023,0
Khulna,1/5/2023,0
Rangpur,1/5/2023,0
Rajshahi,1/5/2023,0
Barishal,1/5/2023,0
Sylet,1/5/2023,3
Mymensingh,1/5/2023,0
Dhaka,2/5/2023,20
Chottogram,2/5/2023,3
Khulna,2/5/2023,0
Rangpur,2/5/2023,0
Rajshahi,2/5/2023,0
Barishal,2/5/2023,2
Sylet,2/5/2023,1
Mymensingh,2/5/2023,1
Dhaka,3/5/2023,9
Chottogram,3/5/2023,3
Khulna,3/5/2023,0
Rangpur,3/5/2023,0
Rajshahi,3/5/2023,0
Barishal,3/5/2023,2
Sylet,3/5/2023,0
Mymensingh,3/5/2023,1
Dhaka,4/5/2023,8
Chottogram,4/5/2023,0
Khulna,4/5/2023,0
Rangpur,4/5/2023,0
Rajshahi,4/5/2023,0
Barishal,4/5/2023,0
Sylet,4/5/2023,0
Mymensingh,4/5/2023,1
Dhaka,5/5/2023,4
Chottogram,5/5/2023,0
Khulna,5/5/2023,0
Rangpur,5/5/2023,0
Rajshahi,5/5/2023,0
Barishal,5/5/2023,0
Sylet,5/5/2023,0
Mymensingh,5/5/2023,0
Dhaka,6/5/2023,13
Chottogram,6/5/2023,1
Khulna,6/5/2023,0
Rangpur,6/5/2023,0
Rajshahi,6/5/2023,0
Barishal,6/5/2023,0
Sylet,6/5/2023,0
Mymensingh,6/5/2023,0
Dhaka,7/5/2023,8
Chottogram,7/5/2023,1
Khulna,7/5/2023,0
Rangpur,7/5/2023,0
Rajshahi,7/5/2023,0
Barishal,7/5/2023,0
Sylet,7/5/2023,0
Mymensingh,7/5/2023,0
Dhaka,8/5/2023,0
Chottogram,8/5/2023,30
Khulna,8/5/2023,2
Rangpur,8/5/2023,0
Rajshahi,8/5/2023,0
Barishal,8/5/2023,2
Sylet,8/5/2023,0
Mymensingh,8/5/2023,0
Dhaka,9/5/2023,15
Chottogram,9/5/2023,2
Khulna,9/5/2023,0
Rangpur,9/5/2023,0
Rajshahi,9/5/2023,0
Barishal,9/5/2023,3
Sylet,9/5/2023,0
Mymensingh,9/5/2023,1
Dhaka,10/5/2023,24
Chottogram,10/5/2023,1
Khulna,10/5/2023,1
Rangpur,10/5/2023,0
Rajshahi,10/5/2023,0
Barishal,10/5/2023,2
Sylet,10/5/2023,0
Mymensingh,10/5/2023,1
Dhaka,11/5/2023,14
Chottogram,11/5/2023,2
Khulna,11/5/2023,1
Rangpur,11/5/2023,0
Rajshahi,11/5/2023,0
Barishal,11/5/2023,2
Sylet,11/5/2023,0
Mymensingh,11/5/2023,0
Dhaka,12/5/2023,5
Chottogram,12/5/2023,0
Khulna,12/5/2023,0
Rangpur,12/5/2023,0
Rajshahi,12/5/2023,0
Barishal,12/5/2023,0
Sylet,12/5/2023,0
Mymensingh,12/5/2023,0
Dhaka,13/5/2023,23
Chottogram,13/5/2023,6
Khulna,13/5/2023,0
Rangpur,13/5/2023,0
Rajshahi,13/5/2023,0
Barishal,13/5/2023,0
Sylet,13/5/2023,0
Mymensingh,13/5/2023,0
Dhaka,14/5/2023,14
Chottogram,14/5/2023,3
Khulna,14/5/2023,0
Rangpur,14/5/2023,0
Rajshahi,14/5/2023,0
Barishal,14/5/2023,0
Sylet,14/5/2023,0
Mymensingh,14/5/2023,0
Dhaka,15/5/2023,16
Chottogram,15/5/2023,2
Khulna,15/5/2023,0
Rangpur,15/5/2023,0
Rajshahi,15/5/2023,0
Barishal,15/5/2023,0
Sylet,15/5/2023,0
Mymensingh,15/5/2023,0
Dhaka,16/5/2023,26
Chottogram,16/5/2023,1
Khulna,16/5/2023,1
Rangpur,16/5/2023,0
Rajshahi,16/5/2023,0
Barishal,16/5/2023,3
Sylet,16/5/2023,0
Mymensingh,16/5/2023,0
Dhaka,17/5/2023,35
Chottogram,17/5/2023,2
Khulna,17/5/2023,1
Rangpur,17/5/2023,0
Rajshahi,17/5/2023,0
Barishal,17/5/2023,0
Sylet,17/5/2023,0
Mymensingh,17/5/2023,0
Dhaka,18/5/2023,25
Chottogram,18/5/2023,1
Khulna,18/5/2023,1
Rangpur,18/5/2023,0
Rajshahi,18/5/2023,0
Barishal,18/5/2023,1
Sylet,18/5/2023,0
Mymensingh,18/5/2023,0
Dhaka,19/5/2023,3
Chottogram,19/5/2023,0
Khulna,19/5/2023,0
Rangpur,19/5/2023,0
Rajshahi,19/5/2023,0
Barishal,19/5/2023,0
Sylet,19/5/2023,0
Mymensingh,19/5/2023,0
Dhaka,20/5/2023,51
Chottogram,20/5/2023,0
Khulna,20/5/2023,0
Rangpur,20/5/2023,0
Rajshahi,20/5/2023,0
Barishal,20/5/2023,0
Sylet,20/5/2023,0
Mymensingh,20/5/2023,0
Dhaka,21/5/2023,17
Chottogram,21/5/2023,1
Khulna,21/5/2023,1
Rangpur,21/5/2023,0
Rajshahi,21/5/2023,0
Barishal,21/5/2023,2
Sylet,21/5/2023,0
Mymensingh,21/5/2023,0
Dhaka,22/5/2023,36
Chottogram,22/5/2023,2
Khulna,22/5/2023,0
Rangpur,22/5/2023,0
Rajshahi,22/5/2023,0
Barishal,22/5/2023,1
Sylet,22/5/2023,0
Mymensingh,22/5/2023,1
Dhaka,23/5/2023,41
Chottogram,23/5/2023,3
Khulna,23/5/2023,0
Rangpur,23/5/2023,0
Rajshahi,23/5/2023,0
Barishal,23/5/2023,1
Sylet,23/5/2023,0
Mymensingh,23/5/2023,1
Dhaka,24/5/2023,30
Chottogram,24/5/2023,2
Khulna,24/5/2023,1
Rangpur,24/5/2023,0
Rajshahi,24/5/2023,0
Barishal,24/5/2023,2
Sylet,24/5/2023,0
Mymensingh,24/5/2023,0
Dhaka,25/5/2023,42
Chottogram,25/5/2023,8
Khulna,25/5/2023,0
Rangpur,25/5/2023,0
Rajshahi,25/5/2023,0
Barishal,25/5/2023,0
Sylet,25/5/2023,0
Mymensingh,25/5/2023,2
Dhaka,26/5/2023,4
Chottogram,26/5/2023,0
Khulna,26/5/2023,0
Rangpur,26/5/2023,0
Rajshahi,26/5/2023,0
Barishal,26/5/2023,0
Sylet,26/5/2023,0
Mymensingh,26/5/2023,0
Dhaka,27/5/2023,73
Chottogram,27/5/2023,6
Khulna,27/5/2023,0
Rangpur,27/5/2023,0
Rajshahi,27/5/2023,0
Barishal,27/5/2023,1
Sylet,27/5/2023,0
Mymensingh,27/5/2023,0
Dhaka,28/5/2023,61
Chottogram,28/5/2023,4
Khulna,28/5/2023,1
Rangpur,28/5/2023,0
Rajshahi,28/5/2023,0
Barishal,28/5/2023,1
Sylet,28/5/2023,0
Mymensingh,28/5/2023,0
Dhaka,29/5/2023,63
Chottogram,29/5/2023,7
Khulna,29/5/2023,0
Rangpur,29/5/2023,0
Rajshahi,29/5/2023,1
Barishal,29/5/2023,0
Sylet,29/5/2023,1
Mymensingh,29/5/2023,0
Dhaka,30/5/2023,67
Chottogram,30/5/2023,10
Khulna,30/5/2023,0
Rangpur,30/5/2023,0
Rajshahi,30/5/2023,0
Barishal,30/5/2023,6
Sylet,30/5/2023,0
Mymensingh,30/5/2023,1
Dhaka,31/5/2023,83
Chottogram,31/5/2023,9
Khulna,31/5/2023,0
Rangpur,31/5/2023,0
Rajshahi,31/5/2023,0
Barishal,31/5/2023,3
Sylet,31/5/2023,0
Mymensingh,31/5/2023,0
Dhaka,1/6/2023,101
Chottogram,1/6/2023,8
Khulna,1/6/2023,1
Rangpur,1/6/2023,0
Rajshahi,1/6/2023,0
Barishal,1/6/2023,2
Sylet,1/6/2023,0
Mymensingh,1/6/2023,0
Dhaka,2/6/2023,2
Chottogram,2/6/2023,0
Khulna,2/6/2023,0
Rangpur,2/6/2023,0
Rajshahi,2/6/2023,0
Barishal,2/6/2023,1
Sylet,2/6/2023,0
Mymensingh,2/6/2023,1
Dhaka,3/6/2023,128
Chottogram,3/6/2023,8
Khulna,3/6/2023,0
Rangpur,3/6/2023,0
Rajshahi,3/6/2023,0
Barishal,3/6/2023,5
Sylet,3/6/2023,0
Mymensingh,3/6/2023,0
Dhaka,4/6/2023,87
Chottogram,4/6/2023,3
Khulna,4/6/2023,3
Rangpur,4/6/2023,0
Rajshahi,4/6/2023,0
Barishal,4/6/2023,3
Sylet,4/6/2023,0
Mymensingh,4/6/2023,1
Dhaka,5/6/2023,87
Chottogram,5/6/2023,7
Khulna,5/6/2023,3
Rangpur,5/6/2023,0
Rajshahi,5/6/2023,1
Barishal,5/6/2023,2
Sylet,5/6/2023,0
Mymensingh,5/6/2023,1
Dhaka,6/6/2023,89
Chottogram,6/6/2023,3
Khulna,6/6/2023,0
Rangpur,6/6/2023,0
Rajshahi,6/6/2023,0
Barishal,6/6/2023,4
Sylet,6/6/2023,0
Mymensingh,6/6/2023,0
Dhaka,7/6/2023,128
Chottogram,7/6/2023,12
Khulna,7/6/2023,2
Rangpur,7/6/2023,0
Rajshahi,7/6/2023,0
Barishal,7/6/2023,5
Sylet,7/6/2023,0
Mymensingh,7/6/2023,0
Dhaka,8/6/2023,123
Chottogram,8/6/2023,6
Khulna,8/6/2023,1
Rangpur,8/6/2023,0
Rajshahi,8/6/2023,0
Barishal,8/6/2023,4
Sylet,8/6/2023,0
Mymensingh,8/6/2023,0
Dhaka,9/6/2023,9
Chottogram,9/6/2023,0
Khulna,9/6/2023,1
Rangpur,9/6/2023,0
Rajshahi,9/6/2023,0
Barishal,9/6/2023,0
Sylet,9/6/2023,0
Mymensingh,9/6/2023,1
Dhaka,10/6/2023,150
Chottogram,10/6/2023,2
Khulna,10/6/2023,1
Rangpur,10/6/2023,0
Rajshahi,10/6/2023,0
Barishal,10/6/2023,1
Sylet,10/6/2023,0
Mymensingh,10/6/2023,0
Dhaka,11/6/2023,150
Chottogram,11/6/2023,19
Khulna,11/6/2023,1
Rangpur,11/6/2023,3
Rajshahi,11/6/2023,2
Barishal,11/6/2023,12
Sylet,11/6/2023,0
Mymensingh,11/6/2023,2
Dhaka,12/6/2023,152
Chottogram,12/6/2023,10
Khulna,12/6/2023,0
Rangpur,12/6/2023,2
Rajshahi,12/6/2023,1
Barishal,12/6/2023,4
Sylet,12/6/2023,0
Mymensingh,12/6/2023,1
Dhaka,13/6/2023,176
Chottogram,13/6/2023,14
Khulna,13/6/2023,5
Rangpur,13/6/2023,0
Rajshahi,13/6/2023,1
Barishal,13/6/2023,13
Sylet,13/6/2023,0
Mymensingh,13/6/2023,2
Dhaka,14/6/2023,184
Chottogram,14/6/2023,7
Khulna,14/6/2023,0
Rangpur,14/6/2023,0
Rajshahi,14/6/2023,1
Barishal,14/6/2023,8
Sylet,14/6/2023,0
Mymensingh,14/6/2023,1
Dhaka,15/6/2023,141
Chottogram,15/6/2023,23
Khulna,15/6/2023,1
Rangpur,15/6/2023,0
Rajshahi,15/6/2023,1
Barishal,15/6/2023,14
Sylet,15/6/2023,0
Mymensingh,15/6/2023,3
Dhaka,16/6/2023,31
Chottogram,16/6/2023,2
Khulna,16/6/2023,0
Rangpur,16/6/2023,0
Rajshahi,16/6/2023,1
Barishal,16/6/2023,0
Sylet,16/6/2023,0
Mymensingh,16/6/2023,5
Dhaka,17/6/2023,413
Chottogram,17/6/2023,31
Khulna,17/6/2023,6
Rangpur,17/6/2023,0
Rajshahi,17/6/2023,0
Barishal,17/6/2023,24
Sylet,17/6/2023,0
Mymensingh,17/6/2023,3
Dhaka,18/6/2023,257
Chottogram,18/6/2023,20
Khulna,18/6/2023,3
Rangpur,18/6/2023,0
Rajshahi,18/6/2023,0
Barishal,18/6/2023,14
Sylet,18/6/2023,0
Mymensingh,18/6/2023,9
Dhaka,19/6/2023,172
Chottogram,19/6/2023,19
Khulna,19/6/2023,10
Rangpur,19/6/2023,2
Rajshahi,19/6/2023,0
Barishal,19/6/2023,11
Sylet,19/6/2023,1
Mymensingh,19/6/2023,7
Dhaka,20/6/2023,279
Chottogram,20/6/2023,28
Khulna,20/6/2023,0
Rangpur,20/6/2023,0
Rajshahi,20/6/2023,1
Barishal,20/6/2023,21
Sylet,20/6/2023,2
Mymensingh,20/6/2023,3
Dhaka,21/6/2023,295
Chottogram,21/6/2023,21
Khulna,21/6/2023,0
Rangpur,21/6/2023,9
Rajshahi,21/6/2023,2
Barishal,21/6/2023,20
Sylet,21/6/2023,2
Mymensingh,21/6/2023,0
Dhaka,22/6/2023,286
Chottogram,22/6/2023,56
Khulna,22/6/2023,3
Rangpur,22/6/2023,3
Rajshahi,22/6/2023,0
Barishal,22/6/2023,13
Sylet,22/6/2023,5
Mymensingh,22/6/2023,3
Dhaka,23/6/2023,42
Chottogram,23/6/2023,0
Khulna,23/6/2023,2
Rangpur,23/6/2023,0
Rajshahi,23/6/2023,1
Barishal,23/6/2023,0
Sylet,23/6/2023,1
Mymensingh,23/6/2023,0
Dhaka,24/6/2023,432
Chottogram,24/6/2023,19
Khulna,24/6/2023,5
Rangpur,24/6/2023,0
Rajshahi,24/6/2023,0
Barishal,24/6/2023,26
Sylet,24/6/2023,11
Mymensingh,24/6/2023,7
Dhaka,25/6/2023,305
Chottogram,25/6/2023,46
Khulna,25/6/2023,16
Rangpur,25/6/2023,5
Rajshahi,25/6/2023,6
Barishal,25/6/2023,18
Sylet,25/6/2023,3
Mymensingh,25/6/2023,9
Dhaka,26/6/2023,249
Chottogram,26/6/2023,50
Khulna,26/6/2023,14
Rangpur,26/6/2023,8
Rajshahi,26/6/2023,7
Barishal,26/6/2023,28
Sylet,26/6/2023,3
Mymensingh,26/6/2023,12
Dhaka,27/6/2023,112
Chottogram,27/6/2023,15
Khulna,27/6/2023,2
Rangpur,27/6/2023,8
Rajshahi,27/6/2023,0
Barishal,27/6/2023,2
Sylet,27/6/2023,6
Mymensingh,27/6/2023,0
Dhaka,28/6/2023,64
Chottogram,28/6/2023,16
Khulna,28/6/2023,11
Rangpur,28/6/2023,2
Rajshahi,28/6/2023,1
Barishal,28/6/2023,12
Sylet,28/6/2023,0
Mymensingh,28/6/2023,2
Dhaka,29/6/2023,24
Chottogram,29/6/2023,9
Khulna,29/6/2023,5
Rangpur,29/6/2023,0
Rajshahi,29/6/2023,2
Barishal,29/6/2023,2
Sylet,29/6/2023,1
Mymensingh,29/6/2023,1
Dhaka,30/6/2023,41
Chottogram,30/6/2023,16
Khulna,30/6/2023,11
Rangpur,30/6/2023,0
Rajshahi,30/6/2023,0
Barishal,30/6/2023,3
Sylet,30/6/2023,0
Mymensingh,30/6/2023,1
Dhaka,1/7/2023,183
Chottogram,1/7/2023,20
Khulna,1/7/2023,13
Rangpur,1/7/2023,0
Rajshahi,1/7/2023,0
Barishal,1/7/2023,42
Sylet,1/7/2023,0
Mymensingh,1/7/2023,12
Dhaka,2/7/2023,260
Chottogram,2/7/2023,127
Khulna,2/7/2023,13
Rangpur,2/7/2023,2
Rajshahi,2/7/2023,4
Barishal,2/7/2023,89
Sylet,2/7/2023,3
Mymensingh,2/7/2023,11
Dhaka,3/7/2023,238
Chottogram,3/7/2023,101
Khulna,3/7/2023,19
Rangpur,3/7/2023,10
Rajshahi,3/7/2023,1
Barishal,3/7/2023,50
Sylet,3/7/2023,7
Mymensingh,3/7/2023,10
Dhaka,4/7/2023,192
Chottogram,4/7/2023,91
Khulna,4/7/2023,20
Rangpur,4/7/2023,1
Rajshahi,4/7/2023,6
Barishal,4/7/2023,62
Sylet,4/7/2023,1
Mymensingh,4/7/2023,6
Dhaka,5/7/2023,412
Chottogram,5/7/2023,84
Khulna,5/7/2023,10
Rangpur,5/7/2023,11
Rajshahi,5/7/2023,6
Barishal,5/7/2023,46
Sylet,5/7/2023,2
Mymensingh,5/7/2023,13
Dhaka,6/7/2023,458
Chottogram,6/7/2023,92
Khulna,6/7/2023,23
Rangpur,6/7/2023,4
Rajshahi,6/7/2023,6
Barishal,6/7/2023,70
Sylet,6/7/2023,1
Mymensingh,6/7/2023,7
Dhaka,7/7/2023,104
Chottogram,7/7/2023,35
Khulna,7/7/2023,17
Rangpur,7/7/2023,3
Rajshahi,7/7/2023,4
Barishal,7/7/2023,6
Sylet,7/7/2023,4
Mymensingh,7/7/2023,9
Dhaka,8/7/2023,639
Chottogram,8/7/2023,41
Khulna,8/7/2023,17
Rangpur,8/7/2023,1
Rajshahi,8/7/2023,3
Barishal,8/7/2023,110
Sylet,8/7/2023,2
Mymensingh,8/7/2023,7
Dhaka,9/7/2023,548
Chottogram,9/7/2023,117
Khulna,9/7/2023,33
Rangpur,9/7/2023,10
Rajshahi,9/7/2023,9
Barishal,9/7/2023,98
Sylet,9/7/2023,10
Mymensingh,9/7/2023,11
Dhaka,10/7/2023,626
Chottogram,10/7/2023,147
Khulna,10/7/2023,22
Rangpur,10/7/2023,15
Rajshahi,10/7/2023,3
Barishal,10/7/2023,56
Sylet,10/7/2023,3
Mymensingh,10/7/2023,17
Dhaka,11/7/2023,745
Chottogram,11/7/2023,123
Khulna,11/7/2023,37
Rangpur,11/7/2023,21
Rajshahi,11/7/2023,11
Barishal,11/7/2023,93
Sylet,11/7/2023,5
Mymensingh,11/7/2023,15
Dhaka,12/7/2023,823
Chottogram,12/7/2023,185
Khulna,12/7/2023,18
Rangpur,12/7/2023,20
Rajshahi,12/7/2023,14
Barishal,12/7/2023,172
Sylet,12/7/2023,8
Mymensingh,12/7/2023,16
Dhaka,13/7/2023,680
Chottogram,13/7/2023,148
Khulna,13/7/2023,32
Rangpur,13/7/2023,14
Rajshahi,13/7/2023,23
Barishal,13/7/2023,111
Sylet,13/7/2023,12
Mymensingh,13/7/2023,19
Dhaka,14/7/2023,256
Chottogram,14/7/2023,40
Khulna,14/7/2023,18
Rangpur,14/7/2023,19
Rajshahi,14/7/2023,15
Barishal,14/7/2023,43
Sylet,14/7/2023,9
Mymensingh,14/7/2023,24
Dhaka,15/7/2023,1253
Chottogram,15/7/2023,144
Khulna,15/7/2023,43
Rangpur,15/7/2023,15
Rajshahi,15/7/2023,18
Barishal,15/7/2023,123
Sylet,15/7/2023,8
Mymensingh,15/7/2023,19
Dhaka,16/7/2023,935
Chottogram,16/7/2023,187
Khulna,16/7/2023,53
Rangpur,16/7/2023,21
Rajshahi,16/7/2023,29
Barishal,16/7/2023,153
Sylet,16/7/2023,10
Mymensingh,16/7/2023,46
Dhaka,17/7/2023,985
Chottogram,17/7/2023,260
Khulna,17/7/2023,62
Rangpur,17/7/2023,24
Rajshahi,17/7/2023,33
Barishal,17/7/2023,165
Sylet,17/7/2023,28
Mymensingh,17/7/2023,32
Dhaka,18/7/2023,991
Chottogram,18/7/2023,229
Khulna,18/7/2023,78
Rangpur,18/7/2023,15
Rajshahi,18/7/2023,29
Barishal,18/7/2023,170
Sylet,18/7/2023,20
Mymensingh,18/7/2023,41
Dhaka,19/7/2023,1139
Chottogram,19/7/2023,266
Khulna,19/7/2023,79
Rangpur,19/7/2023,20
Rajshahi,19/7/2023,43
Barishal,19/7/2023,185
Sylet,19/7/2023,16
Mymensingh,19/7/2023,44
Dhaka,20/7/2023,1091
Chottogram,20/7/2023,230
Khulna,20/7/2023,68
Rangpur,20/7/2023,18
Rajshahi,20/7/2023,40
Barishal,20/7/2023,240
Sylet,20/7/2023,16
Mymensingh,20/7/2023,52
Dhaka,21/7/2023,586
Chottogram,21/7/2023,31
Khulna,21/7/2023,41
Rangpur,21/7/2023,13
Rajshahi,21/7/2023,21
Barishal,21/7/2023,87
Sylet,21/7/2023,8
Mymensingh,21/7/2023,52
Dhaka,22/7/2023,1461
Chottogram,22/7/2023,269
Khulna,22/7/2023,91
Rangpur,22/7/2023,49
Rajshahi,22/7/2023,28
Barishal,22/7/2023,278
Sylet,22/7/2023,19
Mymensingh,22/7/2023,47
Dhaka,23/7/2023,1385
Chottogram,23/7/2023,331
Khulna,23/7/2023,102
Rangpur,23/7/2023,47
Rajshahi,23/7/2023,68
Barishal,23/7/2023,285
Sylet,23/7/2023,12
Mymensingh,23/7/2023,44
Dhaka,24/7/2023,1419
Chottogram,24/7/2023,298
Khulna,24/7/2023,87
Rangpur,24/7/2023,60
Rajshahi,24/7/2023,64
Barishal,24/7/2023,273
Sylet,24/7/2023,23
Mymensingh,24/7/2023,69
Dhaka,25/7/2023,1495
Chottogram,25/7/2023,335
Khulna,25/7/2023,92
Rangpur,25/7/2023,55
Rajshahi,25/7/2023,77
Barishal,25/7/2023,293
Sylet,25/7/2023,23
Mymensingh,25/7/2023,48
Dhaka,26/7/2023,1646
Chottogram,26/7/2023,336
Khulna,26/7/2023,103
Rangpur,26/7/2023,79
Rajshahi,26/7/2023,84
Barishal,26/7/2023,284
Sylet,26/7/2023,28
Mymensingh,26/7/2023,93
Dhaka,27/7/2023,1388
Chottogram,27/7/2023,280
Khulna,27/7/2023,114
Rangpur,27/7/2023,64
Rajshahi,27/7/2023,105
Barishal,27/7/2023,289
Sylet,27/7/2023,25
Mymensingh,27/7/2023,93
Dhaka,28/7/2023,1052
Chottogram,28/7/2023,61
Khulna,28/7/2023,62
Rangpur,28/7/2023,18
Rajshahi,28/7/2023,36
Barishal,28/7/2023,180
Sylet,28/7/2023,21
Mymensingh,28/7/2023,73
Dhaka,29/7/2023,1352
Chottogram,29/7/2023,390
Khulna,29/7/2023,87
Rangpur,29/7/2023,33
Rajshahi,29/7/2023,46
Barishal,29/7/2023,191
Sylet,29/7/2023,10
Mymensingh,29/7/2023,93
Dhaka,30/7/2023,1569
Chottogram,30/7/2023,415
Khulna,30/7/2023,145
Rangpur,30/7/2023,80
Rajshahi,30/7/2023,97
Barishal,30/7/2023,339
Sylet,30/7/2023,24
Mymensingh,30/7/2023,62
Dhaka,31/7/2023,1615
Chottogram,31/7/2023,362
Khulna,31/7/2023,140
Rangpur,31/7/2023,70
Rajshahi,31/7/2023,100
Barishal,31/7/2023,294
Sylet,31/7/2023,25
Mymensingh,31/7/2023,88
Dhaka,1/8/2023,1560
Chottogram,1/8/2023,375
Khulna,1/8/2023,119
Rangpur,1/8/2023,74
Rajshahi,1/8/2023,107
Barishal,1/8/2023,256
Sylet,1/8/2023,14
Mymensingh,1/8/2023,79
Dhaka,2/8/2023,1605
Chottogram,2/8/2023,420
Khulna,2/8/2023,116
Rangpur,2/8/2023,75
Rajshahi,2/8/2023,100
Barishal,2/8/2023,314
Sylet,2/8/2023,12
Mymensingh,2/8/2023,69
Dhaka,3/8/2023,1550
Chottogram,3/8/2023,338
Khulna,3/8/2023,119
Rangpur,3/8/2023,68
Rajshahi,3/8/2023,97
Barishal,3/8/2023,296
Sylet,3/8/2023,26
Mymensingh,3/8/2023,95
Dhaka,4/8/2023,1055
Chottogram,4/8/2023,227
Khulna,4/8/2023,73
Rangpur,4/8/2023,33
Rajshahi,4/8/2023,55
Barishal,4/8/2023,221
Sylet,4/8/2023,15
Mymensingh,4/8/2023,78
Dhaka,5/8/2023,1359
Chottogram,5/8/2023,472
Khulna,5/8/2023,134
Rangpur,5/8/2023,68
Rajshahi,5/8/2023,84
Barishal,5/8/2023,273
Sylet,5/8/2023,25
Mymensingh,5/8/2023,80
Dhaka,6/8/2023,1623
Chottogram,6/8/2023,378
Khulna,6/8/2023,119
Rangpur,6/8/2023,87
Rajshahi,6/8/2023,110
Barishal,6/8/2023,348
Sylet,6/8/2023,26
Mymensingh,6/8/2023,73
Dhaka,7/8/2023,1620
Chottogram,7/8/2023,346
Khulna,7/8/2023,175
Rangpur,7/8/2023,88
Rajshahi,7/8/2023,124
Barishal,7/8/2023,275
Sylet,7/8/2023,18
Mymensingh,7/8/2023,105
Dhaka,8/8/2023,1607
Chottogram,8/8/2023,364
Khulna,8/8/2023,149
Rangpur,8/8/2023,64
Rajshahi,8/8/2023,130
Barishal,8/8/2023,316
Sylet,8/8/2023,21
Mymensingh,8/8/2023,89
Dhaka,9/8/2023,1619
Chottogram,9/8/2023,413
Khulna,9/8/2023,152
Rangpur,9/8/2023,55
Rajshahi,9/8/2023,117
Barishal,9/8/2023,256
Sylet,9/8/2023,30
Mymensingh,9/8/2023,102
Dhaka,10/8/2023,1670
Chottogram,10/8/2023,397
Khulna,10/8/2023,165
Rangpur,10/8/2023,77
Rajshahi,10/8/2023,139
Barishal,10/8/2023,405
Sylet,10/8/2023,24
Mymensingh,10/8/2023,82
Dhaka,11/8/2023,1139
Chottogram,11/8/2023,350
Khulna,11/8/2023,106
Rangpur,11/8/2023,22
Rajshahi,11/8/2023,54
Barishal,11/8/2023,268
Sylet,11/8/2023,9
Mymensingh,11/8/2023,97
Dhaka,12/8/2023,1211
Chottogram,12/8/2023,391
Khulna,12/8/2023,182
Rangpur,12/8/2023,43
Rajshahi,12/8/2023,130
Barishal,12/8/2023,386
Sylet,12/8/2023,13
Mymensingh,12/8/2023,76
Dhaka,13/8/2023,1703
Chottogram,13/8/2023,400
Khulna,13/8/2023,152
Rangpur,13/8/2023,79
Rajshahi,13/8/2023,110
Barishal,13/8/2023,350
Sylet,13/8/2023,28
Mymensingh,13/8/2023,83
Dhaka,14/8/2023,1351
Chottogram,14/8/2023,376
Khulna,14/8/2023,160
Rangpur,14/8/2023,72
Rajshahi,14/8/2023,112
Barishal,14/8/2023,301
Sylet,14/8/2023,26
Mymensingh,14/8/2023,82
Dhaka,15/8/2023,1024
Chottogram,15/8/2023,325
Khulna,15/8/2023,136
Rangpur,15/8/2023,37
Rajshahi,15/8/2023,103
Barishal,15/8/2023,273
Sylet,15/8/2023,8
Mymensingh,15/8/2023,68
Dhaka,16/8/2023,1140
Chottogram,16/8/2023,352
Khulna,16/8/2023,158
Rangpur,16/8/2023,59
Rajshahi,16/8/2023,108
Barishal,16/8/2023,238
Sylet,16/8/2023,21
Mymensingh,16/8/2023,73
Dhaka,17/8/2023,1285
Chottogram,17/8/2023,334
Khulna,17/8/2023,159
Rangpur,17/8/2023,45
Rajshahi,17/8/2023,114
Barishal,17/8/2023,260
Sylet,17/8/2023,10
Mymensingh,17/8/2023,81
Dhaka,18/8/2023,930
Chottogram,18/8/2023,212
Khulna,18/8/2023,90
Rangpur,18/8/2023,19
Rajshahi,18/8/2023,69
